,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Mae Hong Son,75,MM,1565575051,88,19.3,97.96,77.0,1.52
376,Huarmey,73,PE,1565574829,88,-10.07,-78.15,59.2,20.36
377,La Asuncion,0,AR,1565575052,32,-26.05,-65.39,46.6,3.29
378,Taksimo,99,RU,1565575052,47,56.36,114.84,70.0,3.22
379,Kayerkan,75,RU,1565575052,100,69.35,87.76,53.6,8.95
380,Ngunguru,30,NZ,1565575053,66,-35.62,174.5,60.27,18.23
381,Port Hedland,71,AU,1565575054,13,-20.31,118.58,80.6,23.04
382,Mmabatho,0,ZA,1565575054,57,-25.85,25.61,50.0,5.82
383,Tieli,58,CN,1565575054,75,46.98,128.05,73.42,2.15
384,Puerto Escondido,40,MX,1565575055,79,15.86,-97.07,84.2,4.0
385,Kargopol,0,RU,1565575055,83,61.51,38.95,40.12,2.44
386,Turukhansk,100,RU,1565575056,86,65.8,87.96,49.3,12.71
387,Caibarien,75,CU,1565575056,78,22.52,-79.47,77.0,9.17
388,Nenjiang,0,CN,1565575056,71,49.17,125.23,70.54,5.39
389,Ballina,14,IE,1565574891,94,54.11,-9.15,46.99,1.01
390,Martapura,20,ID,1565575057,74,-3.41,114.85,82.4,3.36
391,Longyearbyen,75,NO,1565575057,75,78.22,15.63,41.0,5.82
392,Zhanaozen,0,KZ,1565575058,50,43.35,52.85,70.0,16.58
393,Asekeyevo,100,RU,1565575058,92,53.57,52.8,54.52,13.56
394,Havelock,1,US,1565575058,69,34.88,-76.9,81.0,4.7
395,Milkovo,0,BG,1565575059,63,41.53,24.68,75.99,7.14
396,Ampanihy,0,MG,1565575059,71,-24.69,44.75,63.15,6.13
397,Aklavik,90,CA,1565574963,76,68.22,-135.01,51.8,4.7
398,Trincomalee,39,LK,1565575060,59,8.58,81.23,85.84,11.01
399,Mulchen,68,CL,1565575060,99,-37.72,-72.23,40.47,2.3
400,Charters Towers,0,AU,1565575061,19,-20.07,146.27,68.02,8.68
401,Nabire,100,ID,1565575061,69,-3.36,135.5,80.44,4.38
402,Coihaique,90,CL,1565574908,80,-45.58,-72.07,39.2,8.05
403,Nome,1,US,1565575062,79,30.04,-94.42,88.0,5.82
404,Mangai,100,CD,1565575062,67,-4.07,19.59,77.74,3.89
405,Banda Aceh,100,ID,1565574868,70,5.56,95.32,84.57,22.17
406,Victoria,75,BN,1565574886,84,5.28,115.24,87.8,2.24
407,Mandera,1,ET,1565575063,65,3.94,41.86,71.44,7.81
408,Geraldton,5,CA,1565575063,48,49.72,-86.95,64.4,6.93
409,Bogorodskoye,41,RU,1565575064,53,52.37,140.44,68.02,9.62
410,Yulara,0,AU,1565575064,47,-25.24,130.99,59.0,13.87
411,Havre-Saint-Pierre,40,CA,1565575064,93,50.23,-63.6,57.2,11.41
412,Northam,0,AU,1565575065,48,-31.65,116.67,62.6,13.87
413,Tongzi,0,CN,1565575065,63,28.78,105.09,86.92,1.97
414,Ketchikan,90,US,1565575065,68,55.34,-131.65,64.4,11.41
415,Olga,5,US,1565575066,53,34.11,-118.17,82.4,8.05
416,Chifeng,100,CN,1565575066,85,42.27,118.96,63.52,17.74
417,Coruripe,3,BR,1565575066,96,-10.12,-36.18,67.65,3.33
418,Beringovskiy,95,RU,1565575067,80,63.05,179.32,55.05,6.35
419,Gillette,1,US,1565575040,64,44.29,-105.5,75.2,11.41
420,Otavi,0,NA,1565575068,30,-19.64,17.34,60.1,8.34
421,Mandurah,0,AU,1565575068,45,-32.55,115.7,66.0,13.87
422,Riviere-au-Renard,75,CA,1565575068,93,49.0,-64.4,59.0,4.7
423,Humaita,0,AR,1565575069,43,-24.93,-65.37,55.4,8.05
424,Nelson Bay,75,AU,1565575069,51,-32.72,152.14,62.01,16.11
425,Fertod,0,HU,1565575070,77,47.62,16.89,72.0,5.82
426,Chumphon,20,TH,1565575070,100,10.5,99.18,77.0,3.36
427,Kaitangata,80,NZ,1565575070,69,-46.28,169.85,50.0,11.01
428,Saquena,2,PE,1565575071,92,-4.67,-73.52,73.05,2.46
429,Floriano,0,BR,1565575071,46,-6.77,-43.02,80.07,10.63
430,Wilmington,1,US,1565574789,64,39.75,-75.55,73.99,2.19
431,Katsuura,75,JP,1565575072,74,33.93,134.5,91.0,4.7
432,Ler,40,NO,1565575072,93,63.2,10.3,61.0,4.7
433,Weligama,97,LK,1565575072,80,5.97,80.42,82.42,22.68
434,Kargil,0,PK,1565575073,55,34.56,76.13,57.22,2.33
435,Yangambi,100,CD,1565575073,98,0.77,24.47,70.0,0.16
436,Garissa,47,KE,1565575073,80,-0.46,39.64,69.82,17.13
437,Lorengau,91,PG,1565575074,76,-2.02,147.27,81.87,3.51
438,Christchurch,0,NZ,1565574911,81,-43.53,172.64,55.0,5.82
439,Chimore,2,BO,1565575074,64,-16.98,-65.13,69.1,4.41
440,Aljezur,68,PT,1565575075,65,37.31,-8.8,66.0,22.7
441,Mitsamiouli,0,KM,1565575075,70,-11.38,43.28,77.74,11.92
442,Sisimiut,19,GL,1565574892,62,66.94,-53.67,47.67,4.74
443,Sobral,0,BR,1565575076,80,-3.69,-40.35,70.0,3.15
444,La Orilla,100,MX,1565575076,83,18.0,-102.23,81.34,8.3
445,Vangaindrano,98,MG,1565575077,95,-23.35,47.6,65.14,2.73
446,Port Lincoln,100,AU,1565575077,65,-34.72,135.86,52.17,8.95
447,Upernavik,81,GL,1565574812,66,72.79,-56.15,44.07,9.08
448,Berlevag,100,NO,1565574905,95,70.86,29.09,48.75,12.75
449,Taitung,75,TW,1565575078,62,22.76,121.15,89.6,2.24
450,Fengzhen,0,CN,1565575078,51,40.43,113.15,71.07,14.43
451,Yerbogachen,100,RU,1565575079,50,61.28,108.01,68.92,12.19
452,Lubbock,1,US,1565575009,33,33.58,-101.86,96.8,6.93
453,Kamenka,3,MD,1565574830,93,48.03,28.7,59.0,2.42
454,Saint-Pierre,0,FR,1565575080,93,48.95,4.24,57.0,6.93
455,Barranca,88,PE,1565575080,87,-10.75,-77.76,58.84,18.25
456,Sabha,0,LY,1565575081,35,27.03,14.43,77.92,12.44
457,Kruisfontein,0,ZA,1565575081,68,-34.0,24.73,48.04,12.35
458,Nagato,40,JP,1565575081,74,34.35,131.14,91.4,13.87
459,Mareeba,0,AU,1565575082,38,-16.99,145.42,77.0,17.22
460,Mogwase,0,ZA,1565575082,64,-25.28,27.22,49.47,1.81
461,Verkhnyaya Toyma,11,RU,1565575082,76,62.24,45.0,39.75,5.68
462,Ilhabela,2,BR,1565574927,85,-23.78,-45.36,69.82,6.62
463,Ovalle,0,CL,1565575083,75,-30.6,-71.2,46.05,8.46
464,Popondetta,79,PG,1565575083,72,-8.77,148.24,75.4,3.87
465,Caiaponia,0,BR,1565575084,44,-16.96,-51.81,71.07,2.82
466,Tocopilla,2,CL,1565575084,85,-22.09,-70.2,56.85,13.82
467,Malanje,10,AO,1565575085,97,-9.54,16.35,59.2,5.23
468,Koumra,100,TD,1565575085,95,8.92,17.55,70.35,1.83
469,Jumla,9,NP,1565575085,71,29.28,82.18,67.3,1.25
470,Ambilobe,0,MG,1565575086,72,-13.19,49.05,65.67,10.63
471,Port Moresby,40,PG,1565575086,78,-9.47,147.16,80.6,11.41
472,Poplar Bluff,75,US,1565575086,100,36.76,-90.39,82.99,4.7
473,Hirara,75,JP,1565575087,89,24.8,125.28,86.0,9.17
474,Belyy Yar,90,RU,1565575087,100,53.6,91.39,51.8,2.62
475,Isangel,75,VU,1565574851,70,-19.55,169.27,86.0,9.17
476,Yingkou,100,CN,1565575088,95,40.67,122.24,71.62,20.87
477,Vallenar,0,CL,1565575088,35,-28.58,-70.76,51.1,5.5
478,Dayong,0,CN,1565575089,70,25.02,118.29,87.8,6.71
479,Cabedelo,20,BR,1565575089,94,-6.97,-34.84,73.4,4.7
480,Nangomba,0,TZ,1565575089,90,-10.9,38.52,64.05,0.69
481,Tabou,97,CI,1565575090,80,4.42,-7.36,72.87,4.34
482,Vostok,100,RU,1565575090,99,46.45,135.83,61.9,2.71
483,Colonia,0,RO,1565575091,93,46.6,23.97,64.4,3.36
484,Makakilo City,90,US,1565574801,69,21.35,-158.09,89.6,6.93
485,Leiva,100,CO,1565575091,98,1.94,-77.3,67.65,2.37
486,Erdaojiang,100,CN,1565575092,96,41.78,126.03,66.94,3.27
487,Acapulco,90,MX,1565574858,74,16.86,-99.88,86.0,8.05
488,Adrar,0,DZ,1565575092,10,27.87,-0.29,93.2,8.05
489,Bayan,7,CN,1565575092,40,36.1,102.26,66.04,3.94
490,Tilichiki,100,RU,1565575093,75,60.47,166.1,59.2,5.82
491,Ustye,0,RU,1565575093,87,58.76,27.79,60.45,11.61
492,Makubetsu,75,JP,1565575094,93,42.84,143.34,60.8,3.36
493,Zhigansk,0,RU,1565575095,29,66.77,123.37,77.02,5.08
494,Svetlogorsk,90,RU,1565575095,93,53.14,59.15,57.2,2.24
495,San Quintin,100,PH,1565575096,86,17.54,120.52,80.97,15.12
496,Kangaatsiaq,88,GL,1565575096,69,68.31,-53.46,44.07,17.07
497,Pitimbu,20,BR,1565575096,94,-7.47,-34.81,73.4,4.7
498,Roanoke Rapids,1,US,1565575097,88,36.46,-77.65,73.99,3.38
499,Kefamenanu,14,ID,1565575097,33,-9.45,124.48,88.35,5.77
500,Christiansburg,1,US,1565575097,78,37.13,-80.41,73.99,3.6
501,Guaiba,0,BR,1565575098,87,-30.11,-51.33,60.01,6.93
502,Wanxian,0,CN,1565575098,72,30.8,108.39,84.22,2.04
503,Juiz de Fora,19,BR,1565575098,98,-21.76,-43.35,60.45,2.39
504,Crixas,4,BR,1565575099,42,-14.55,-49.97,73.77,3.98
505,Vestmannaeyjar,100,IS,1565575099,77,63.44,-20.27,46.42,28.43
506,Thung Song,20,TH,1565575099,74,8.16,99.67,84.2,3.36
507,Guayaramerin,0,BO,1565575100,40,-10.82,-65.36,74.85,0.38
508,Lagoa,0,PT,1565575100,52,37.14,-8.45,68.0,13.87
509,Rocky Mountain House,97,CA,1565574830,97,52.38,-114.92,53.97,5.12
510,Merauke,61,ID,1565575101,81,-8.49,140.4,76.84,15.9
511,Portland,1,US,1565575101,87,43.66,-70.25,68.0,5.59
512,Alcacer do Sal,0,PT,1565575102,82,38.37,-8.51,64.99,11.41
513,Gander,75,CA,1565575102,82,48.95,-54.61,62.6,11.41
514,Zhezkazgan,90,KZ,1565575103,33,47.8,67.71,62.6,8.95
515,Iwanai,100,JP,1565575103,58,42.97,140.51,78.1,3.89
516,Shaunavon,82,CA,1565575103,62,49.65,-108.41,64.95,12.01
517,Rundu,0,NA,1565575104,27,-17.91,19.77,57.2,5.17
518,Grand-Santi,100,GF,1565575104,98,4.27,-54.38,71.44,1.77
519,Henties Bay,0,NA,1565575104,92,-22.12,14.28,50.0,4.0
520,Doka,100,SD,1565575105,91,13.52,35.76,72.15,7.56
521,Saint-Augustin,75,CA,1565575105,68,45.63,-73.98,73.99,4.7
522,Antigonish,90,CA,1565575106,72,45.62,-61.99,64.0,8.05
523,Albacete,0,ES,1565575106,32,39.0,-1.86,68.0,8.05
524,Capinota,0,BO,1565575106,38,-17.71,-66.26,60.8,6.93
525,Souillac,0,FR,1565575106,93,45.6,-0.6,57.2,2.24
526,Vila Velha,20,BR,1565575107,78,-3.71,-38.6,78.8,9.17
527,Slave Lake,1,CA,1565575107,68,55.28,-114.77,64.4,9.17
528,Constitucion,40,MX,1565575108,24,23.99,-104.67,80.6,3.36
529,Akureyri,90,IS,1565574904,80,65.68,-18.09,41.0,19.46
530,Shimoda,75,JP,1565575108,88,34.7,138.93,93.99,5.82
531,Askarovo,90,RU,1565575108,93,53.34,58.51,57.2,2.24
532,Kawalu,98,ID,1565575109,70,-7.38,108.21,73.05,6.15
533,Sochi,0,RU,1565575109,77,43.6,39.73,66.2,11.18
534,Srandakan,50,ID,1565575109,86,-7.94,110.25,74.32,10.25
535,Usinsk,100,RU,1565575110,69,66.0,57.56,40.84,19.04
536,Loa Janan,93,ID,1565575110,52,-0.58,117.09,89.8,4.36
537,Dakar,20,SN,1565574979,83,14.69,-17.45,80.6,12.75
538,San Juan del Sur,100,NI,1565575111,79,11.25,-85.87,80.25,17.0
539,Ewa Beach,90,US,1565575111,69,21.32,-158.01,89.6,6.93
540,Mount Gambier,90,AU,1565575111,76,-37.83,140.78,48.2,6.93
541,Ichinoseki,75,JP,1565575112,88,38.93,141.13,75.2,2.24
542,Port Hawkesbury,90,CA,1565574901,72,45.62,-61.36,64.99,8.05
543,Kidal,46,ML,1565575113,38,18.44,1.41,90.87,11.18
544,Meadow Lake,100,CA,1565575113,71,54.13,-108.44,55.95,2.44
545,Dibulla,18,CO,1565575113,80,11.27,-73.31,83.14,18.97
546,Fez,0,MA,1565575113,52,34.03,-5.02,68.0,10.29
547,Sindor,78,RU,1565575114,73,62.87,51.9,41.74,12.8
548,Najran,40,SA,1565575114,32,17.54,44.22,82.4,10.29
549,Valdivia,40,CL,1565575114,100,-39.81,-73.25,44.6,4.7
550,Salta,0,AR,1565575115,43,-24.79,-65.41,55.4,8.05
551,Veraval,20,FR,1565575115,93,49.65,0.71,57.0,8.05
552,Sydney,40,AU,1565575021,58,-33.85,151.22,64.0,17.22
553,Belaya Gora,0,RU,1565575115,34,68.54,146.19,70.17,8.93
554,Fairbanks,1,US,1565575032,40,64.84,-147.72,71.01,11.41
555,Karratha,43,AU,1565575116,15,-20.74,116.85,83.32,20.27
556,Luquillo,90,PR,1565575116,78,18.37,-65.72,82.4,9.17
557,Barabai,7,ID,1565575117,39,-2.59,115.38,98.07,1.21
558,Richards Bay,46,ZA,1565575117,84,-28.77,32.06,68.92,17.47
559,Puteyets,100,RU,1565575117,73,65.17,57.09,41.37,14.88
560,Ribeira Brava,75,PT,1565575118,78,32.65,-17.07,71.6,12.75
561,Tevaitoa,3,PF,1565575118,82,-16.78,-151.5,79.17,11.83
562,Porto Walter,4,BR,1565575118,69,-8.27,-72.74,74.5,0.72
563,Goderich,0,CA,1565575119,80,43.74,-81.71,77.0,1.99
564,Baoqing,100,CN,1565575119,94,46.32,132.2,64.77,4.63
565,Manokwari,100,ID,1565575082,75,-0.87,134.08,80.07,5.55
566,Wronki,100,PL,1565575120,59,52.71,16.37,69.01,3.36
